scene,subset,step_i,cos_h,rel_drift_h,cos_global_in,rel_drift_global_in,cos_global_out,rel_drift_global_out,cos_residual,rel_drift_residual,residual_ratio,cos_k,rel_drift_k,cos_v,rel_drift_v
scan24,subset_uniform,4,0.9815405607223511,0.18739379848749244,0.9769957661628723,0.21101508486978876,0.9815405607223511,0.18739379848749244,0.8500291705131531,0.560698521202737,0.2667641596007948,0.9887228012084961,0.1371453382314166,0.9289982318878174,0.3413232566527166
scan24,subset_uniform,5,0.9900246858596802,0.13746788135820615,0.986110270023346,0.16216347987519983,0.9900246858596802,0.13746788135820615,0.912615954875946,0.43637928713982205,0.2386806225533454,0.9948596358299255,0.0921033419482573,0.9575634598731995,0.24452910780418718
scan24,subset_uniform,6,0.9943976402282715,0.10471245706736713,0.992033064365387,0.12428848255172828,0.9943976402282715,0.10471245706736713,0.9427089095115662,0.35064091468946024,0.2138461890292668,0.9972869753837585,0.0670018236749854,0.9725973606109619,0.18226910042734198
scan24,subset_uniform,7,0.9965798258781433,0.0842137023102322,0.995279848575592,0.09882273399618917,0.9965798258781433,0.0842137023102322,0.9632979035377502,0.2755376734004958,0.1939127887230595,0.9983282685279846,0.05271577986057148,0.981711745262146,0.14123280340251196
scan24,subset_uniform,8,0.9975970387458801,0.07245376552383313,0.9969183802604675,0.08376051641195385,0.9975970387458801,0.07245376552383313,0.9729262590408325,0.23533632197635002,0.17603567702602171,0.9988490343093872,0.043612454809188066,0.9866229891777039,0.11739745821161879
scan24,subset_uniform,9,0.9981949329376221,0.06571817424154368,0.9977471828460693,0.0733951075883627,0.9981949329376221,0.06571817424154368,0.9803179502487183,0.19234665530393225,0.1632621719599027,0.9991591572761536,0.03725796588894047,0.9904811382293701,0.09789199533956545
scan24,subset_uniform,10,0.9985513091087341,0.06246314328481894,0.9982686042785645,0.06821531907137812,0.9985513091087341,0.06246314328481894,0.9845132827758789,0.16151676707062612,0.15310761397033695,0.9993149638175964,0.033542295710503066,0.9925792217254639,0.08470602883065198
scan24,subset_uniform,11,0.9988065361976624,0.06092812331396358,0.9985867142677307,0.06521826040069827,0.9988065361976624,0.06092812331396358,0.9874617457389832,0.14320323502428572,0.14447679875100225,0.9994258880615234,0.03081049867041278,0.9942665696144104,0.07529278865261811
scan24,subset_uniform,12,0.9989917874336243,0.06165493300532535,0.9988276958465576,0.06544787039831955,0.9989917874336243,0.06165493300532535,0.9902759790420532,0.12851046715585057,0.13669541558045217,0.9995167851448059,0.02877891571789793,0.9953742623329163,0.06717270194625737
scan24,subset_uniform,13,0.9990863800048828,0.0614873617617731,0.9989956021308899,0.06549667351208217,0.9990863800048828,0.0614873617617731,0.992264449596405,0.11673808583180487,0.13024323065473997,0.9995768666267395,0.02720571146082158,0.9964863657951355,0.060702041952549746
scan24,subset_uniform,14,0.9991190433502197,0.06385666247945003,0.9990240931510925,0.06534731890056346,0.9991190433502197,0.06385666247945003,0.9931578040122986,0.11126289732456514,0.12546594126555607,0.9996203780174255,0.02612954945483326,0.9969043731689453,0.05659667603852565
scan24,subset_uniform,15,0.99913489818573,0.06654322213096821,0.9990657567977905,0.06699541141917247,0.99913489818573,0.06654322213096821,0.9939736127853394,0.10879415741808666,0.12269998294038886,0.9996545910835266,0.025040295675274146,0.9972813129425049,0.05260183431441123
scan24,subset_uniform,16,0.9992437362670898,0.06819787304601742,0.9991443753242493,0.0696848954010938,0.9992437362670898,0.06819787304601742,0.994956910610199,0.0982243914625256,0.11719587319129088,0.9996941089630127,0.023702838902223324,0.9976546764373779,0.04950724179616482
scan62,subset_middle,2,0.9470784664154053,0.3449778383043644,0.9376441836357117,0.397920545888832,0.9470784664154053,0.3449778383043644,0.49721527099609375,1.1779998273317758,0.294488769315357,0.9497014284133911,0.2949938684887101,0.7487261295318604,0.6671152309203002
scan62,subset_middle,3,0.9694408178329468,0.24558041311836584,0.9649292230606079,0.2697117484229406,0.9694408178329468,0.24558041311836584,0.7789685130119324,0.6834655781956516,0.28811665054414237,0.9818549752235413,0.17671979734737867,0.8975074887275696,0.4224472559244759
scan62,subset_middle,4,0.9823175668716431,0.18383775597491683,0.9778041243553162,0.20655642192862414,0.9823175668716431,0.18383775597491683,0.8704781532287598,0.5213461403989593,0.26916331563281465,0.9912253618240356,0.121255588782737,0.9371014833450317,0.3182747905508511
scan62,subset_middle,5,0.9899881482124329,0.13826881229150836,0.986571192741394,0.16034652453473386,0.9899881482124329,0.13826881229150836,0.9145329594612122,0.4325674276791656,0.23895174812577083,0.9952114820480347,0.08870995556573852,0.9600394368171692,0.23690008442607635
scan62,subset_middle,6,0.9938732385635376,0.10918517688875388,0.9921000003814697,0.12425031757363061,0.9938732385635376,0.10918517688875388,0.9438242316246033,0.3394625785460581,0.21765387494933908,0.9973359704017639,0.06636238382746876,0.9721558094024658,0.18209022468865427
scan62,subset_middle,7,0.9958959817886353,0.09143679198281664,0.9948166608810425,0.10285743572866304,0.9958959817886353,0.09143679198281664,0.9585598111152649,0.2891431461854649,0.19862142258412166,0.9982020258903503,0.05437760594736198,0.979733943939209,0.14735552558533258
scan62,subset_middle,8,0.9971081018447876,0.0791143574878659,0.9963509440422058,0.0900386998363141,0.9971081018447876,0.0791143574878659,0.9695793390274048,0.24629455812586273,0.18119497636223786,0.998690664768219,0.04632093034983255,0.9845223426818848,0.12605138595570684
scan62,subset_middle,9,0.9977689981460571,0.07341289286165048,0.9972397089004517,0.0805977195567843,0.9977689981460571,0.07341289286165048,0.9749845862388611,0.2155827700646244,0.16937497941738097,0.9989502429962158,0.04169879757371674,0.9880693554878235,0.10948642080858616
scan62,subset_middle,10,0.9982492923736572,0.06854235767605955,0.9978368878364563,0.07596514725152224,0.9982492923736572,0.06854235767605955,0.9788261651992798,0.2022319613082473,0.1574242771718819,0.9991247057914734,0.03829634706020083,0.9908021092414856,0.09753093566859468
scan62,subset_middle,11,0.9986060261726379,0.06532115306723137,0.9982981085777283,0.07114920290819651,0.9986060261726379,0.06532115306723137,0.9845997095108032,0.1710104348446652,0.14711315455857435,0.9992771744728088,0.03483849230010997,0.9928802847862244,0.084902640763012
scan62,subset_middle,12,0.9988583326339722,0.06506152996117406,0.9986112713813782,0.07004718031353917,0.9988583326339722,0.06506152996117406,0.9877376556396484,0.15011645833449297,0.13817019754266507,0.9993940591812134,0.03217658157206697,0.9941441416740417,0.07715245466168892
scan62,subset_middle,13,0.9990442395210266,0.063061432851948,0.9988683462142944,0.06875302223803421,0.9990442395210266,0.063061432851948,0.9905160665512085,0.13174924638703855,0.13052649822149728,0.9994955658912659,0.029626817973799558,0.9956294894218445,0.06680770602457443
scan62,subset_middle,14,0.9991195201873779,0.06425788230987314,0.9989776015281677,0.06676930849087492,0.9991195201873779,0.06425788230987314,0.9932591915130615,0.1125174330514776,0.12564907648766815,0.999565601348877,0.027786683677951732,0.9965969324111938,0.05915882725787457
scan62,subset_middle,15,0.9991441965103149,0.06638178632458279,0.9990605711936951,0.06739146617019795,0.9991441965103149,0.06638178632458279,0.9941139817237854,0.10871021614469259,0.12283073968805108,0.9996082782745361,0.02650961697865138,0.99716717004776,0.05300660892514688
scan62,subset_middle,16,0.9992552995681763,0.06745601815842518,0.9991511702537537,0.06966162188196048,0.9992552995681763,0.06745601815842518,0.9949169158935547,0.09927911669401258,0.11715528375907788,0.9996583461761475,0.02495678773581638,0.9976188540458679,0.0490789803569974
scan62,subset_uniform,2,0.9474986791610718,0.3469018342944472,0.9341481328010559,0.406729937628477,0.9474986791610718,0.3469018342944472,0.4834664762020111,1.253041741346032,0.2894081831955759,0.9480814933776855,0.2987071806878367,0.7327219247817993,0.6935803738013465
scan62,subset_uniform,3,0.9609329700469971,0.27612694466461696,0.9628548622131348,0.2760898836643899,0.9609329700469971,0.27612694466461696,0.7010375261306763,0.7543548496085964,0.3169319273041498,0.9798925518989563,0.1868573139028693,0.8748936057090759,0.46935931153619326
scan62,subset_uniform,4,0.9776304960250854,0.20750768006920628,0.9706966280937195,0.23810967510079736,0.9776304960250854,0.20750768006920628,0.8261651992797852,0.6212062025288654,0.2869141415080038,0.9876299500465393,0.14586207695214795,0.9210204482078552,0.36530370177463073
scan62,subset_uniform,5,0.9891736507415771,0.14532589984320668,0.9842700958251953,0.17482672364824917,0.9891736507415771,0.14532589984320668,0.9117917418479919,0.4571650803897792,0.24717876924970783,0.9948958158493042,0.09384222006902546,0.9556938409805298,0.25779861101355894
scan62,subset_uniform,6,0.9938682913780212,0.11100066635159657,0.9918256402015686,0.12801155046722115,0.9938682913780212,0.11100066635159657,0.9468377828598022,0.3422805211701686,0.22167299188282455,0.99735027551651,0.06725985896714172,0.9739009141921997,0.18486753380926668
scan62,subset_uniform,7,0.9956792593002319,0.09596903180973507,0.9947871565818787,0.10533829863563371,0.9956792593002319,0.09596903180973507,0.9642062783241272,0.2681670376072272,0.20650185642208435,0.9982333183288574,0.0553329131045991,0.9816650748252869,0.14914172758298322
scan62,subset_uniform,8,0.9969930052757263,0.08169808562585153,0.996199369430542,0.09367115068687813,0.9969930052757263,0.08169808562585153,0.9737420678138733,0.23762578718885846,0.18710642166522848,0.9986498951911926,0.048615110029050966,0.9863792061805725,0.1266926794741603
scan62,subset_uniform,9,0.9978981614112854,0.07187914739323964,0.9972524046897888,0.08187743128615681,0.9978981614112854,0.07187914739323964,0.9802923202514648,0.206072488347123,0.17020874284969784,0.9989312291145325,0.043255860789001996,0.9901106357574463,0.10819287102671668
scan62,subset_uniform,10,0.9983540773391724,0.06753865477096108,0.998046338558197,0.07414385949976089,0.9983540773391724,0.06753865477096108,0.9860553741455078,0.16866220255955636,0.15752625186575275,0.9992102384567261,0.037202193903193875,0.9931634664535522,0.08999451229189787
scan62,subset_uniform,11,0.9986709356307983,0.06450473717106417,0.998442530632019,0.06976949504910651,0.9986709356307983,0.06450473717106417,0.9893341064453125,0.14552700572647956,0.1469382316376871,0.9993480443954468,0.03393852862115432,0.994618833065033,0.07980138118146542
scan62,subset_uniform,12,0.9989235401153564,0.06377131797145347,0.9987381100654602,0.06844210156594421,0.9989235401153564,0.06377131797145347,0.9921316504478455,0.12394672329671363,0.13794152537120366,0.9994599223136902,0.03107339739905091,0.9957900047302246,0.07055002090769517
scan62,subset_uniform,13,0.999062716960907,0.06201072368482273,0.9989545941352844,0.0672062102592554,0.999062716960907,0.06201072368482273,0.9928640127182007,0.11852364590776791,0.13010289683465934,0.9995481967926025,0.028631037007147253,0.996677041053772,0.061965567864584556
scan62,subset_uniform,14,0.999151885509491,0.06281638000984581,0.9990328550338745,0.06527515331614986,0.999151885509491,0.06281638000984581,0.9939482808113098,0.1081381496464499,0.12472147775157497,0.9996061325073242,0.026889521513563084,0.9971829056739807,0.05623210567052911
scan62,subset_uniform,15,0.9991881251335144,0.06481793429143864,0.9991138577461243,0.06574205919899938,0.9991881251335144,0.06481793429143864,0.9951068162918091,0.10021880261673335,0.12143950179989992,0.9996581077575684,0.02512458094325927,0.9977195858955383,0.04997780213739819
scan62,subset_uniform,16,0.9992876648902893,0.0660542526387492,0.999200701713562,0.06796422068366267,0.9992876648902893,0.0660542526387492,0.9956681132316589,0.09245790056218767,0.1158436208256972,0.9996992349624634,0.023615622611141883,0.9979904294013977,0.046790681512995244
