sequence_id,scene,subset,seq_view_idx,dtu_frame_id,K,depth_abs_rel,depth_rmse_mm,depth_mae_mm,depth_delta1,pose_rot_error_deg,pose_trans_error_deg,geom_l2_error_mm,hidden_state_delta,depth_map_delta,runtime_sec,peak_vram_mb
scan15_subset_middle,scan15,subset_middle,0,24,16,0.01059,11.964,7.1493,1.0,0.0,0.0,662.7894,0.064094,0.008964,0.5458,2331.56
scan15_subset_middle,scan15,subset_middle,1,0,16,0.007616,8.6496,4.9829,0.999842,0.0303,2.5743,644.5103,0.067085,0.003517,0.5458,2331.56
scan15_subset_middle,scan15,subset_middle,2,1,16,0.009,9.3225,5.9952,0.999927,0.0309,1.2611,652.0314,0.066403,0.005401,0.5458,2331.56
scan15_subset_middle,scan15,subset_middle,3,2,16,0.009506,10.255,6.322,1.0,0.0282,0.5323,645.9161,0.066651,0.004566,0.5458,2331.56
scan15_subset_middle,scan15,subset_middle,4,3,16,0.011226,13.188,7.339,0.999254,0.0251,1.4857,649.9974,0.066891,0.002845,0.5458,2331.56
scan15_subset_middle,scan15,subset_middle,5,4,16,0.012688,13.4661,8.0712,0.999864,0.0191,1.7668,635.2793,0.067898,0.001869,0.5458,2331.56
scan15_subset_uniform,scan15,subset_uniform,0,0,8,0.013247,13.0303,8.8461,0.999674,0.0005,0.0,644.5698,0.107216,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,1,8,8,0.013902,13.8036,9.3997,1.0,0.0108,1.6756,651.494,0.112747,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,2,16,8,0.014041,16.0628,9.4015,0.998725,0.0173,2.4754,654.4592,0.116964,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,3,24,8,0.014113,14.4092,9.4819,1.0,0.0267,0.2357,662.8297,0.115835,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,4,32,8,0.012676,14.5141,8.4509,0.999846,0.0383,1.0637,660.891,0.119996,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,5,40,8,0.017725,18.8298,11.3311,0.995964,0.0328,1.829,664.7157,0.124989,0.0,0.4145,2186.57
scan15_subset_uniform,scan15,subset_uniform,0,0,10,0.009131,9.8344,6.0034,0.999749,0.0,0.0,644.5576,0.088085,0.00806,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,1,8,10,0.01056,11.168,7.0818,1.0,0.0117,0.9927,651.4814,0.091206,0.005487,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,2,16,10,0.010809,13.4808,7.2262,0.999533,0.0204,1.3045,654.4445,0.093901,0.007528,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,3,24,10,0.011806,12.7331,7.9217,0.999993,0.0315,0.8009,662.8181,0.093725,0.013536,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,4,32,10,0.010846,12.8742,7.221,0.999979,0.0388,1.0164,660.8774,0.096396,0.018016,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,5,40,10,0.012456,15.9607,8.0108,0.997543,0.035,1.3222,664.6954,0.099183,0.020386,0.4785,2223.02
scan15_subset_uniform,scan15,subset_uniform,0,0,12,0.007892,8.9959,5.1481,0.999842,0.0,0.0,644.5604,0.075126,0.004279,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,1,8,12,0.009482,10.3375,6.3158,1.0,0.0101,1.295,651.4835,0.077856,0.005475,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,2,16,12,0.010074,14.0895,6.7128,0.999049,0.0164,0.5301,654.4461,0.079925,0.014786,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,3,24,12,0.010407,11.9826,6.9776,1.0,0.0285,0.9972,662.8206,0.079766,0.008307,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,4,32,12,0.009803,12.2356,6.5297,0.999986,0.0351,0.9068,660.8788,0.081727,0.0198,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,5,40,12,0.01065,15.1392,6.8752,0.998019,0.0281,1.0066,664.7002,0.083504,0.019215,0.5259,2259.37
scan15_subset_uniform,scan15,subset_uniform,0,0,14,0.007456,8.7215,4.8486,0.999842,0.0,0.0,644.563,0.068073,0.003099,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,1,8,14,0.009231,10.1405,6.122,1.0,0.0085,1.4809,651.4859,0.070292,0.003399,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,2,16,14,0.010067,12.834,6.6856,0.999889,0.0149,0.8152,654.4487,0.071658,0.009173,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,3,24,14,0.009642,11.6408,6.4654,1.0,0.0214,0.6337,662.8231,0.07182,0.005813,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,4,32,14,0.009052,11.9954,6.0375,0.999979,0.0276,0.5101,660.8817,0.073521,0.018508,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,5,40,14,0.010753,15.2563,6.9488,0.99803,0.027,0.9784,664.7,0.07455,0.017923,0.5393,2296.77
scan15_subset_uniform,scan15,subset_uniform,0,0,16,0.007258,8.5349,4.7061,0.999916,0.0,0.0,644.5673,0.063381,0.004169,0.6249,2333.38
scan15_subset_uniform,scan15,subset_uniform,1,8,16,0.008997,9.9951,5.9609,1.0,0.0079,1.5202,651.4904,0.065291,0.003395,0.6249,2333.38
scan15_subset_uniform,scan15,subset_uniform,2,16,16,0.009982,12.293,6.6232,0.999929,0.013,1.0293,654.4536,0.066386,0.006098,0.6249,2333.38
scan15_subset_uniform,scan15,subset_uniform,3,24,16,0.009119,11.4788,6.1196,1.0,0.0169,0.556,662.8274,0.066409,0.005931,0.6249,2333.38
scan15_subset_uniform,scan15,subset_uniform,4,32,16,0.008469,11.8683,5.6575,0.999979,0.0228,0.3632,660.8864,0.067812,0.017491,0.6249,2333.38
scan15_subset_uniform,scan15,subset_uniform,5,40,16,0.010578,15.2548,6.8436,0.997977,0.0245,0.9329,664.7022,0.068619,0.008406,0.6249,2333.38
scan23_subset_middle,scan23,subset_middle,0,24,8,0.011725,11.4349,8.3395,1.0,0.0,0.0,677.7004,0.094117,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,1,0,8,0.017941,16.6263,11.6669,1.0,0.0386,1.358,689.0651,0.105175,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,2,1,8,0.015258,13.9079,10.3276,1.0,0.0384,0.6293,684.5626,0.102167,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,3,2,8,0.013902,12.6377,9.6907,1.0,0.0358,0.8513,677.864,0.100442,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,4,3,8,0.012639,11.8056,8.8432,1.0,0.0387,1.3803,669.6279,0.108751,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,5,4,8,0.011819,11.8939,8.2841,0.99994,0.0299,1.3169,670.6389,0.106933,0.0,0.4231,2188.02
scan23_subset_middle,scan23,subset_middle,0,24,10,0.009146,9.6107,6.5071,1.0,0.0005,0.0,677.6919,0.079891,0.006688,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,1,0,10,0.013763,13.5498,9.0092,1.0,0.0375,1.1292,689.056,0.085992,0.009224,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,2,1,10,0.011632,11.369,7.9253,1.0,0.0358,0.6522,684.553,0.084301,0.006434,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,3,2,10,0.010559,10.3247,7.3849,1.0,0.0345,0.6749,677.8519,0.083986,0.005801,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,4,3,10,0.009508,9.5755,6.6743,1.0,0.0352,1.0228,669.6162,0.086588,0.006955,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,5,4,10,0.009567,10.6896,6.7474,0.99994,0.0226,0.6859,670.626,0.087994,0.004176,0.4656,2223.42
scan23_subset_middle,scan23,subset_middle,0,24,12,0.007626,8.6566,5.4261,1.0,0.0,0.0,677.6918,0.071939,0.002398,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,1,0,12,0.010978,11.7223,7.2515,1.0,0.0326,0.9734,689.0562,0.076159,0.002934,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,2,1,12,0.009189,9.8332,6.3216,1.0,0.0315,0.5644,684.5523,0.075557,0.00263,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,3,2,12,0.008436,8.8642,5.9258,1.0,0.0287,0.5327,677.8513,0.07579,0.00248,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,4,3,12,0.007766,8.415,5.4713,1.0,0.0307,0.825,669.6163,0.076584,0.002134,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,5,4,12,0.008435,10.0743,5.9886,0.999928,0.0169,0.3522,670.6257,0.077381,0.001889,0.4908,2258.88
scan23_subset_middle,scan23,subset_middle,0,24,14,0.007195,8.4397,5.1204,1.0,0.0,0.0,677.6907,0.067204,0.001637,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,1,0,14,0.010142,11.1978,6.7417,1.0,0.0289,0.9473,689.055,0.070221,0.001436,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,2,1,14,0.008441,9.3689,5.8327,1.0,0.0279,0.4922,684.551,0.06986,0.001465,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,3,2,14,0.007863,8.4257,5.5292,1.0,0.0232,0.3821,677.8507,0.070389,0.001373,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,4,3,14,0.00722,7.9947,5.09,1.0,0.026,0.7091,669.6164,0.070891,0.001228,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,5,4,14,0.007896,9.8127,5.6236,0.999916,0.0123,0.2324,670.6257,0.071355,0.00119,0.5408,2295.62
scan23_subset_middle,scan23,subset_middle,0,24,16,0.006856,8.293,4.8786,1.0,0.0,0.0,677.6937,0.063619,0.002418,0.5738,2330.6
scan23_subset_middle,scan23,subset_middle,1,0,16,0.008911,10.5092,5.9789,1.0,0.0248,0.7111,689.0575,0.06611,0.002608,0.5738,2330.6
scan23_subset_middle,scan23,subset_middle,2,1,16,0.007579,8.8502,5.2568,1.0,0.0251,0.3263,684.5535,0.065735,0.002017,0.5738,2330.6
scan23_subset_middle,scan23,subset_middle,3,2,16,0.007196,8.0111,5.0664,1.0,0.0197,0.4307,677.854,0.066433,0.001547,0.5738,2330.6
scan23_subset_middle,scan23,subset_middle,4,3,16,0.006839,7.745,4.8279,1.0,0.0211,0.6507,669.6201,0.066739,0.001855,0.5738,2330.6
scan23_subset_middle,scan23,subset_middle,5,4,16,0.007462,9.5616,5.3186,0.999916,0.009,0.0928,670.6296,0.067142,0.002295,0.5738,2330.6
scan23_subset_uniform,scan23,subset_uniform,0,0,8,0.018648,17.1803,12.2408,1.0,0.0,0.0,689.1937,0.10418,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,1,8,8,0.009932,10.3112,7.0466,0.999867,0.0177,4.0036,676.9852,0.107118,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,2,16,8,0.008575,10.4401,6.1444,0.999463,0.0142,3.7399,664.7192,0.114671,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,3,24,8,0.008689,9.536,6.2441,0.999918,0.0154,3.6207,677.8519,0.110944,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,4,32,8,0.007224,10.2009,5.1766,0.999647,0.0201,4.6205,679.6692,0.114044,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,5,40,8,0.00704,8.378,5.0081,1.0,0.0211,8.7123,647.6264,0.122383,0.0,0.4205,2184.83
scan23_subset_uniform,scan23,subset_uniform,0,0,10,0.01237,12.9389,8.2148,1.0,0.0,0.0,689.1677,0.084277,0.017308,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,1,8,10,0.007316,8.704,5.2032,0.999867,0.0094,2.5808,676.9548,0.087139,0.008557,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,2,16,10,0.006718,9.767,4.8123,0.99936,0.0083,2.4675,664.6868,0.090365,0.004704,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,3,24,10,0.006215,7.9665,4.4598,0.99986,0.0139,2.5282,677.8212,0.089299,0.009218,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,4,32,10,0.005957,9.3566,4.2617,0.999647,0.0178,2.7217,679.6384,0.091751,0.010573,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,5,40,10,0.006634,8.1978,4.7007,1.0,0.0184,6.9754,647.5887,0.09566,0.02236,0.4629,2225.28
scan23_subset_uniform,scan23,subset_uniform,0,0,12,0.009575,11.2663,6.4392,1.0,0.0005,0.0,689.1587,0.075032,0.004992,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,1,8,12,0.005817,7.7896,4.1421,0.999867,0.007,2.0194,676.944,0.077839,0.0033,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,2,16,12,0.005694,9.4172,4.0804,0.999353,0.0108,1.3899,664.6765,0.07977,0.005207,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,3,24,12,0.00529,7.2957,3.7924,0.99986,0.0157,1.8761,677.81,0.078862,0.003113,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,4,32,12,0.00535,8.9829,3.8193,0.99964,0.0196,1.7445,679.6285,0.080477,0.014913,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,5,40,12,0.00594,7.8856,4.2127,1.0,0.0236,5.4469,647.5748,0.083386,0.036159,0.4906,2262.29
scan23_subset_uniform,scan23,subset_uniform,0,0,14,0.009025,11.0607,6.0998,1.0,0.0,0.0,689.1558,0.068209,0.001495,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,1,8,14,0.005606,7.6825,3.9935,0.999867,0.0079,1.8094,676.9412,0.070484,0.001284,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,2,16,14,0.005559,9.51,3.9909,0.999346,0.0133,1.1904,664.6738,0.071383,0.001438,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,3,24,14,0.005202,7.2433,3.7289,0.99986,0.0151,1.6675,677.8074,0.07105,0.001671,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,4,32,14,0.005279,9.0674,3.7659,0.999614,0.0203,1.6033,679.6263,0.072704,0.007495,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,5,40,14,0.005802,7.8594,4.1287,1.0,0.0232,4.6346,647.5717,0.074603,0.025054,0.5496,2300.11
scan23_subset_uniform,scan23,subset_uniform,0,0,16,0.009008,11.27,6.1022,1.0,0.0,0.0,689.1557,0.06374,0.001251,0.5793,2334.86
scan23_subset_uniform,scan23,subset_uniform,1,8,16,0.005757,7.7939,4.1041,0.999867,0.0082,1.4471,676.9409,0.065725,0.002644,0.5793,2334.86
scan23_subset_uniform,scan23,subset_uniform,2,16,16,0.005787,9.8646,4.1575,0.999298,0.0149,1.0188,664.6741,0.066078,0.002484,0.5793,2334.86
scan23_subset_uniform,scan23,subset_uniform,3,24,16,0.005543,7.4664,3.9717,0.99986,0.0144,1.333,677.8073,0.066023,0.004188,0.5793,2334.86
scan23_subset_uniform,scan23,subset_uniform,4,32,16,0.005437,9.1335,3.8836,0.999601,0.0187,1.3617,679.6266,0.067229,0.007838,0.5793,2334.86
scan23_subset_uniform,scan23,subset_uniform,5,40,16,0.005696,7.8473,4.0581,1.0,0.0246,4.2125,647.5731,0.068874,0.015718,0.5793,2334.86
scan24_subset_middle,scan24,subset_middle,0,24,8,0.004909,5.2085,3.3366,1.0,0.0,0.0,649.0863,0.094674,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,1,0,8,0.006459,7.7588,4.1876,0.999609,0.0163,0.3846,631.1217,0.105601,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,2,1,8,0.005614,8.0662,3.6654,0.999625,0.0092,0.624,639.6558,0.102983,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,3,2,8,0.006875,7.9596,4.4769,1.0,0.0073,1.0019,641.5248,0.10378,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,4,3,8,0.006187,6.909,3.9683,0.999989,0.0091,1.128,646.338,0.109157,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,5,4,8,0.007833,11.3111,4.7275,0.998647,0.0086,1.0726,629.4116,0.113714,0.0,0.4044,2188.06
scan24_subset_middle,scan24,subset_middle,0,24,10,0.004314,4.8911,2.9313,1.0,0.0,0.0,649.0651,0.081391,0.014286,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,1,0,10,0.005953,7.5111,3.8659,0.999628,0.0163,0.5414,631.1027,0.087352,0.010658,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,2,1,10,0.005175,7.8259,3.3957,0.999634,0.0095,0.493,639.6345,0.086281,0.009517,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,3,2,10,0.005655,7.3609,3.7032,1.0,0.0063,0.7102,641.5046,0.086631,0.010422,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,4,3,10,0.00564,7.1028,3.6048,0.999899,0.0053,0.8729,646.3179,0.089611,0.010469,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,5,4,10,0.007031,11.1351,4.2079,0.99857,0.0089,0.7791,629.3912,0.09138,0.010117,0.4667,2223.11
scan24_subset_middle,scan24,subset_middle,0,24,12,0.003994,4.7905,2.7083,1.0,0.0,0.0,649.0544,0.074306,0.007744,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,1,0,12,0.00575,7.4134,3.7386,0.999618,0.0147,0.5971,631.0927,0.078365,0.005201,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,2,1,12,0.004999,7.6616,3.2908,0.999643,0.0095,0.3583,639.624,0.077725,0.004033,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,3,2,12,0.005306,7.1708,3.4779,1.0,0.0059,0.4961,641.4948,0.077988,0.005521,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,4,3,12,0.005624,7.3056,3.5852,0.999855,0.0056,0.7028,646.3083,0.07964,0.004475,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,5,4,12,0.006617,10.9506,3.9563,0.99866,0.009,0.6155,629.3814,0.080306,0.004601,0.5146,2261.51
scan24_subset_middle,scan24,subset_middle,0,24,14,0.003976,4.7863,2.6955,1.0,0.0,0.0,649.0455,0.069961,0.00601,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,1,0,14,0.005818,7.6408,3.7996,0.99958,0.0132,0.5101,631.0838,0.072911,0.0043,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,2,1,14,0.005099,7.6788,3.3706,0.999625,0.0093,0.3286,639.6152,0.072456,0.003623,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,3,2,14,0.005288,7.1371,3.4832,1.0,0.0057,0.3605,641.4864,0.072848,0.004665,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,4,3,14,0.005551,7.1756,3.5527,0.999866,0.0064,0.6126,646.3004,0.073721,0.003671,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,5,4,14,0.006399,10.6844,3.8367,0.998711,0.0098,0.5264,629.3732,0.073955,0.003593,0.5424,2293.98
scan24_subset_middle,scan24,subset_middle,0,24,16,0.004045,4.8065,2.7429,1.0,0.0,0.0,649.0414,0.066695,0.003473,0.5963,2331.69
scan24_subset_middle,scan24,subset_middle,1,0,16,0.00605,7.8612,3.9614,0.999523,0.0118,0.3947,631.0797,0.068975,0.002195,0.5963,2331.69
scan24_subset_middle,scan24,subset_middle,2,1,16,0.005257,7.7636,3.4826,0.999616,0.0085,0.3033,639.6109,0.068539,0.001589,0.5963,2331.69
scan24_subset_middle,scan24,subset_middle,3,2,16,0.005348,7.1812,3.532,1.0,0.0051,0.2149,641.4825,0.068933,0.001644,0.5963,2331.69
scan24_subset_middle,scan24,subset_middle,4,3,16,0.00559,6.9506,3.5954,0.999933,0.0068,0.4858,646.2971,0.069383,0.001377,0.5963,2331.69
scan24_subset_middle,scan24,subset_middle,5,4,16,0.006313,10.5811,3.7946,0.99875,0.011,0.4375,629.3696,0.06924,0.001317,0.5963,2331.69
scan24_subset_uniform,scan24,subset_uniform,0,0,8,0.008802,10.3676,5.6544,0.999599,0.0,0.0,631.1736,0.099103,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,1,8,8,0.006294,6.7218,4.1601,1.0,0.0084,0.6271,645.0478,0.102936,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,2,16,8,0.006066,6.4149,4.0376,1.0,0.0214,0.7061,644.9522,0.107955,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,3,24,8,0.004654,5.2238,3.1522,1.0,0.0131,0.6685,649.1093,0.104306,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,4,32,8,0.004485,5.2927,3.0439,1.0,0.0172,0.4567,649.5439,0.1074,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,5,40,8,0.005874,7.8002,3.8287,0.999519,0.0251,0.5571,647.0134,0.118414,0.0,0.4002,2186.95
scan24_subset_uniform,scan24,subset_uniform,0,0,10,0.008756,10.4185,5.6593,0.999494,0.0,0.0,631.1613,0.081638,0.006311,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,1,8,10,0.005429,6.2702,3.6221,1.0,0.0099,0.3517,645.0345,0.084663,0.007732,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,2,16,10,0.005169,6.0695,3.4448,1.0,0.02,0.3632,644.9395,0.087374,0.008129,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,3,24,10,0.004447,5.1026,3.0254,1.0,0.0159,0.6126,649.0953,0.085265,0.010469,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,4,32,10,0.004244,5.1653,2.8848,1.0,0.017,0.3115,649.5295,0.087582,0.012719,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,5,40,10,0.004417,6.9667,2.882,0.999551,0.0261,0.3077,647.0016,0.092828,0.018519,0.4733,2224.35
scan24_subset_uniform,scan24,subset_uniform,0,0,12,0.008666,10.2564,5.6265,0.999571,0.0,0.0,631.1553,0.073945,0.004036,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,1,8,12,0.005409,6.339,3.6308,1.0,0.0117,0.3122,645.0287,0.076112,0.004436,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,2,16,12,0.005227,6.1159,3.4857,1.0,0.0197,0.3511,644.9341,0.078111,0.004664,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,3,24,12,0.004503,5.1342,3.0721,1.0,0.0173,0.5905,649.0894,0.076822,0.006383,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,4,32,12,0.004356,5.2466,2.9658,1.0,0.0187,0.322,649.5236,0.078508,0.006597,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,5,40,12,0.004532,6.969,2.9569,0.999754,0.0224,0.3357,646.9973,0.08049,0.010902,0.4863,2259.89
scan24_subset_uniform,scan24,subset_uniform,0,0,14,0.008939,10.5196,5.8326,0.999618,0.0005,0.0,631.1496,0.069633,0.003491,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,1,8,14,0.005777,6.5814,3.9081,1.0,0.0142,0.3363,645.023,0.071434,0.004059,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,2,16,14,0.005551,6.2218,3.7091,1.0,0.0213,0.2798,644.9288,0.072937,0.003673,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,3,24,14,0.004846,5.3347,3.3113,1.0,0.0199,0.6498,649.0838,0.072123,0.004913,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,4,32,14,0.004562,5.3631,3.1062,1.0,0.0216,0.485,649.5181,0.073325,0.005593,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,5,40,14,0.00501,7.3439,3.2685,0.999583,0.0261,0.3443,646.9908,0.073959,0.005948,0.5362,2297.67
scan24_subset_uniform,scan24,subset_uniform,0,0,16,0.009228,10.8296,6.0475,0.99958,0.0,0.0,631.1481,0.066182,0.001605,0.5625,2331.89
scan24_subset_uniform,scan24,subset_uniform,1,8,16,0.006157,6.7899,4.1894,1.0,0.0148,0.2961,645.0219,0.067654,0.001552,0.5625,2331.89
scan24_subset_uniform,scan24,subset_uniform,2,16,16,0.005858,6.3129,3.9161,1.0,0.0221,0.2617,644.9276,0.068734,0.001573,0.5625,2331.89
scan24_subset_uniform,scan24,subset_uniform,3,24,16,0.005155,5.5,3.5263,1.0,0.0197,0.5971,649.0824,0.068248,0.002857,0.5625,2331.89
scan24_subset_uniform,scan24,subset_uniform,4,32,16,0.004757,5.4997,3.2421,1.0,0.0214,0.4842,649.5161,0.069289,0.004382,0.5625,2331.89
scan24_subset_uniform,scan24,subset_uniform,5,40,16,0.005507,7.4953,3.5829,0.999647,0.0267,0.3774,646.9888,0.069044,0.003514,0.5625,2331.89
scan29_subset_middle,scan29,subset_middle,0,24,8,0.015836,24.5115,12.8896,0.999325,0.0,0.0,699.9993,0.096154,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,1,0,8,0.015317,12.9682,10.9172,1.0,0.0195,2.4156,705.9601,0.113894,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,2,1,8,0.012428,14.7181,9.2137,1.0,0.0143,1.9658,737.3809,0.105341,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,3,2,8,0.012124,11.833,8.7661,1.0,0.0052,0.8716,718.3433,0.106404,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,4,3,8,0.019929,16.6824,13.7552,1.0,0.0207,1.0064,710.6055,0.106595,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,5,4,8,0.020327,20.3846,13.6001,0.99801,0.0152,0.6997,721.0579,0.109848,0.0,0.4108,2188.66
scan29_subset_middle,scan29,subset_middle,0,24,10,0.014952,24.4305,12.2,0.999283,0.0,0.0,699.9818,0.079833,0.011528,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,1,0,10,0.010219,9.0321,7.3404,1.0,0.0212,2.3524,705.9463,0.087321,0.015033,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,2,1,10,0.009851,13.8194,7.4127,1.0,0.011,1.0728,737.3658,0.085379,0.016297,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,3,2,10,0.010218,10.6665,7.3928,1.0,0.0047,1.7252,718.3253,0.087205,0.016711,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,4,3,10,0.015299,13.006,10.6338,1.0,0.0124,0.0343,710.5883,0.08642,0.015127,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,5,4,10,0.017322,18.2335,11.7241,0.99801,0.0072,1.2375,721.0398,0.088849,0.0149,0.4729,2223.44
scan29_subset_middle,scan29,subset_middle,0,24,12,0.014721,24.6375,12.0758,0.999274,0.0,0.0,699.9764,0.071432,0.003277,0.4749,2261.54
scan29_subset_middle,scan29,subset_middle,1,0,12,0.0082,7.5624,5.9341,1.0,0.0197,2.1658,705.9403,0.076713,0.004745,0.4749,2261.54
scan29_subset_middle,scan29,subset_middle,2,1,12,0.009663,13.8355,7.3179,1.0,0.0103,1.0237,737.3592,0.075026,0.004285,0.4749,2261.54
scan29_subset_middle,scan29,subset_middle,3,2,12,0.01036,10.872,7.5388,1.0,0.0052,0.9342,718.317,0.076425,0.003706,0.4749,2261.54
