sequence_id,scene,subset,seq_view_idx,dtu_frame_id,K,depth_abs_rel,depth_rmse_mm,depth_mae_mm,depth_delta1,pose_rot_error_deg,pose_trans_error_deg,geom_l2_error_mm,hidden_state_delta,depth_map_delta,runtime_sec,peak_vram_mb
scan62_subset_middle,scan62,subset_middle,2,1,10,0.004861,6.5753,3.2894,1.0,0.0221,1.1212,644.2484,0.090022,0.003283,0.4567,2227.01
scan62_subset_middle,scan62,subset_middle,3,2,10,0.00463,6.9564,3.1333,1.0,0.0145,0.8836,646.1104,0.091269,0.004035,0.4567,2227.01
scan62_subset_middle,scan62,subset_middle,4,3,10,0.005236,9.7968,3.4756,0.998325,0.0153,0.601,643.363,0.093456,0.005869,0.4567,2227.01
scan62_subset_middle,scan62,subset_middle,5,4,10,0.007577,15.6986,4.8379,0.99459,0.0181,0.8159,641.896,0.095501,0.004094,0.4567,2227.01
scan62_subset_middle,scan62,subset_middle,0,24,12,0.004604,6.3139,3.2188,1.0,0.0,0.0,660.9866,0.075309,0.00282,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,1,0,12,0.004389,5.7364,2.9055,1.0,0.0208,1.3404,638.2183,0.079758,0.005837,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,2,1,12,0.004926,6.5753,3.3367,1.0,0.0188,1.2839,644.2462,0.078906,0.003556,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,3,2,12,0.004874,7.3169,3.3054,1.0,0.0159,0.9923,646.1086,0.079826,0.002644,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,4,3,12,0.004868,9.7232,3.2446,0.998351,0.017,0.5581,643.3611,0.080711,0.002757,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,5,4,12,0.006869,15.513,4.4055,0.994718,0.0202,0.7346,641.8938,0.081955,0.002783,0.4941,2261.19
scan62_subset_middle,scan62,subset_middle,0,24,14,0.00461,6.3353,3.2241,1.0,0.0,0.0,660.9846,0.069667,0.002679,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,1,0,14,0.004309,5.6254,2.8504,1.0,0.0181,1.3702,638.2159,0.073005,0.001789,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,2,1,14,0.004859,6.5786,3.2956,1.0,0.0181,1.2182,644.2439,0.072325,0.001607,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,3,2,14,0.004906,7.3551,3.3313,1.0,0.0159,0.998,646.1067,0.072671,0.001305,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,4,3,14,0.004717,9.6947,3.1519,0.998351,0.0166,0.4164,643.3598,0.073339,0.002719,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,5,4,14,0.006711,15.511,4.3137,0.994885,0.0212,0.6259,641.892,0.073817,0.002357,0.5516,2296.28
scan62_subset_middle,scan62,subset_middle,0,24,16,0.004459,6.2521,3.1192,1.0,0.0,0.0,660.9855,0.06545,0.002104,0.572,2331.62
scan62_subset_middle,scan62,subset_middle,1,0,16,0.004255,5.5305,2.8139,1.0,0.016,1.2353,638.217,0.067938,0.000873,0.572,2331.62
scan62_subset_middle,scan62,subset_middle,2,1,16,0.004757,6.553,3.2297,1.0,0.0159,0.9911,644.245,0.067585,0.001388,0.572,2331.62
scan62_subset_middle,scan62,subset_middle,3,2,16,0.004686,7.1547,3.1872,1.0,0.0144,0.9164,646.1083,0.067651,0.001071,0.572,2331.62
scan62_subset_middle,scan62,subset_middle,4,3,16,0.004642,9.6586,3.1048,0.998351,0.0155,0.3664,643.3618,0.068032,0.000846,0.572,2331.62
scan62_subset_middle,scan62,subset_middle,5,4,16,0.006706,15.5582,4.3089,0.995243,0.0201,0.4858,641.8935,0.068033,0.001456,0.572,2331.62
scan62_subset_uniform,scan62,subset_uniform,0,0,8,0.005902,7.298,3.8949,1.0,0.0,0.0,638.279,0.117169,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,1,8,8,0.005381,5.66,3.6702,1.0,0.0285,2.4409,650.6166,0.126845,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,2,16,8,0.00514,6.3774,3.5152,1.0,0.0225,1.0708,655.3264,0.130511,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,3,24,8,0.005975,6.394,4.161,1.0,0.0298,1.6798,660.9941,0.122742,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,4,32,8,0.006391,6.8165,4.442,1.0,0.0346,1.7613,666.4313,0.124548,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,5,40,8,0.005114,5.4262,3.3071,1.0,0.025,0.2954,673.0377,0.127677,0.0,0.416,2189.92
scan62_subset_uniform,scan62,subset_uniform,0,0,10,0.004767,6.9325,3.1638,1.0,0.0,0.0,638.2866,0.088151,0.006404,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,1,8,10,0.004375,5.1053,3.0086,1.0,0.0241,1.7004,650.6235,0.093706,0.007357,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,2,16,10,0.004479,6.2371,3.0763,1.0,0.0235,0.6775,655.3359,0.095911,0.008271,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,3,24,10,0.004971,5.8931,3.469,1.0,0.0248,1.228,661.0018,0.093975,0.007249,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,4,32,10,0.005139,6.235,3.585,1.0,0.0291,1.4556,666.4379,0.095679,0.00592,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,5,40,10,0.003927,4.8006,2.5345,1.0,0.0182,0.1507,673.041,0.098071,0.010347,0.4644,2223.4
scan62_subset_uniform,scan62,subset_uniform,0,0,12,0.004597,6.7185,3.0503,1.0,0.0,0.0,638.2942,0.075424,0.006148,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,1,8,12,0.004162,4.9286,2.8621,1.0,0.0194,1.1383,650.633,0.07845,0.007251,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,2,16,12,0.004114,5.8599,2.8241,1.0,0.0181,0.2455,655.3436,0.079384,0.006944,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,3,24,12,0.004561,5.8006,3.1896,1.0,0.0187,0.5733,661.0098,0.078961,0.004787,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,4,32,12,0.004667,6.0289,3.2662,1.0,0.0217,0.9177,666.4448,0.08029,0.003922,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,5,40,12,0.003645,4.6704,2.3632,1.0,0.0174,0.4375,673.0428,0.080641,0.006824,0.5159,2260.35
scan62_subset_uniform,scan62,subset_uniform,0,0,14,0.004506,6.6132,2.9916,1.0,0.0,0.0,638.2955,0.068633,0.001957,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,1,8,14,0.004193,4.9272,2.8829,1.0,0.0165,0.8204,650.6349,0.070148,0.001478,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,2,16,14,0.003978,5.8883,2.7336,1.0,0.015,0.0442,655.3447,0.070764,0.002938,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,3,24,14,0.004443,5.8804,3.1114,1.0,0.0153,0.368,661.0112,0.071161,0.003104,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,4,32,14,0.004454,5.8952,3.121,1.0,0.0161,0.5595,666.4459,0.072011,0.002773,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,5,40,14,0.003534,4.6462,2.2965,1.0,0.0133,0.4838,673.0468,0.071828,0.005154,0.5526,2296.82
scan62_subset_uniform,scan62,subset_uniform,0,0,16,0.004452,6.5378,2.9577,1.0,0.0,0.0,638.2983,0.064566,0.002072,0.5847,2332.14
scan62_subset_uniform,scan62,subset_uniform,1,8,16,0.004145,4.9189,2.8547,1.0,0.0154,0.703,650.6384,0.065568,0.00103,0.5847,2332.14
scan62_subset_uniform,scan62,subset_uniform,2,16,16,0.003902,5.9382,2.6865,1.0,0.0142,0.1835,655.3479,0.065879,0.002292,0.5847,2332.14
scan62_subset_uniform,scan62,subset_uniform,3,24,16,0.004372,5.8974,3.0656,1.0,0.0134,0.3286,661.0143,0.066334,0.002722,0.5847,2332.14
scan62_subset_uniform,scan62,subset_uniform,4,32,16,0.004356,5.8535,3.0561,1.0,0.0136,0.4481,666.4484,0.067006,0.003187,0.5847,2332.14
scan62_subset_uniform,scan62,subset_uniform,5,40,16,0.003501,4.6653,2.2781,1.0,0.0119,0.6107,673.0485,0.066911,0.004676,0.5847,2332.14
scan110_subset_middle,scan110,subset_middle,0,24,8,0.005397,5.6573,3.6092,1.0,0.0,0.0,656.2943,0.102022,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,1,0,8,0.010738,17.4876,6.8729,0.995574,0.0191,4.2832,652.7358,0.112626,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,2,1,8,0.009564,14.1927,6.1132,0.99995,0.0116,0.0949,655.7955,0.110118,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,3,2,8,0.013523,34.5343,9.4129,0.985929,0.0058,1.3523,660.7637,0.114272,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,4,3,8,0.031294,70.0339,23.1041,0.946109,0.0078,0.6498,665.7095,0.113275,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,5,4,8,0.071496,112.1046,53.4387,0.827868,0.0108,0.3846,672.235,0.128536,0.0,0.415,2187.85
scan110_subset_middle,scan110,subset_middle,0,24,10,0.003989,4.6196,2.6898,1.0,0.0,0.0,656.2846,0.083933,0.011381,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,1,0,10,0.009431,16.831,6.0515,0.996783,0.0178,3.0801,652.727,0.09081,0.015099,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,2,1,10,0.007047,12.6419,4.5728,1.0,0.0101,0.5521,655.7861,0.089089,0.005746,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,3,2,10,0.010783,33.1932,7.7073,0.985929,0.0036,0.9264,660.7552,0.090752,0.006049,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,4,3,10,0.02742,67.3004,20.6142,0.946421,0.0047,0.2698,665.6996,0.091654,0.009882,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,5,4,10,0.067003,109.1398,50.4607,0.832538,0.0096,0.5872,672.2277,0.098709,0.0053,0.4593,2223.54
scan110_subset_middle,scan110,subset_middle,0,24,12,0.003655,4.3993,2.4735,1.0,0.0,0.0,656.2865,0.075074,0.008297,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,1,0,12,0.008808,16.1117,5.6512,0.99714,0.018,2.602,652.7286,0.079618,0.010408,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,2,1,12,0.006571,12.1903,4.29,1.0,0.0101,0.5553,655.7867,0.078584,0.00277,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,3,2,12,0.00983,32.7225,7.116,0.985929,0.0025,0.1747,660.7581,0.079698,0.004053,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,4,3,12,0.025965,66.0544,19.6625,0.94649,0.0063,0.6392,665.7017,0.080185,0.00292,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,5,4,12,0.065022,107.4628,49.1004,0.833158,0.0086,0.9444,672.2298,0.083294,0.002805,0.4861,2262.23
scan110_subset_middle,scan110,subset_middle,0,24,14,0.003633,4.3735,2.4632,1.0,0.0,0.0,656.2841,0.069824,0.005357,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,1,0,14,0.008717,15.8725,5.5892,0.997293,0.015,1.8056,652.727,0.073032,0.009086,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,2,1,14,0.006427,11.9813,4.1994,1.0,0.0073,0.5113,655.7843,0.07254,0.002128,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,3,2,14,0.009468,32.3765,6.8936,0.98598,0.0039,0.4025,660.7563,0.073176,0.002485,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,4,3,14,0.025269,65.3031,19.1966,0.946542,0.0092,0.7322,665.6993,0.073277,0.00164,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,5,4,14,0.063881,106.1384,48.2721,0.833572,0.0105,0.8944,672.2264,0.075069,0.00275,0.5233,2294.26
scan110_subset_middle,scan110,subset_middle,0,24,16,0.00361,4.3479,2.447,1.0,0.0,0.0,656.2847,0.065819,0.005284,0.5936,2331.35
scan110_subset_middle,scan110,subset_middle,1,0,16,0.008684,15.8035,5.5639,0.997447,0.0123,1.2399,652.7275,0.068128,0.007458,0.5936,2331.35
scan110_subset_middle,scan110,subset_middle,2,1,16,0.006373,11.8457,4.1627,1.0,0.0061,0.5567,655.7847,0.067885,0.001971,0.5936,2331.35
scan110_subset_middle,scan110,subset_middle,3,2,16,0.009354,32.2714,6.8211,0.98598,0.0053,0.4723,660.7568,0.068139,0.002159,0.5936,2331.35
scan110_subset_middle,scan110,subset_middle,4,3,16,0.025062,64.8796,19.0434,0.946628,0.0092,0.8157,665.7004,0.068207,0.001442,0.5936,2331.35
scan110_subset_middle,scan110,subset_middle,5,4,16,0.06323,105.2049,47.7767,0.834192,0.009,0.8527,672.2273,0.069055,0.001985,0.5936,2331.35
scan110_subset_uniform,scan110,subset_uniform,0,0,8,0.009976,17.0527,6.3736,0.996068,0.0,0.0,652.7841,0.099693,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,1,8,8,0.00676,11.8867,4.4897,0.996717,0.0086,1.5577,658.7383,0.106696,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,2,16,8,0.006473,8.3604,4.2784,1.0,0.0117,0.6492,659.5054,0.11371,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,3,24,8,0.004177,4.6665,2.8264,1.0,0.0068,1.0781,656.3281,0.109354,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,4,32,8,0.004855,5.8166,3.285,1.0,0.0145,1.2356,655.6917,0.110144,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,5,40,8,0.006565,8.2693,4.2711,0.99969,0.0221,1.0023,658.6911,0.120681,0.0,0.4048,2188.14
scan110_subset_uniform,scan110,subset_uniform,0,0,10,0.009001,16.4537,5.7538,0.99697,0.0,0.0,652.7802,0.082765,0.002739,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,1,8,10,0.005694,11.2472,3.8068,0.997253,0.0085,1.4961,658.7356,0.087475,0.00202,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,2,16,10,0.005383,7.543,3.5725,1.0,0.009,0.6752,659.5012,0.091433,0.004071,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,3,24,10,0.003679,4.3664,2.4896,1.0,0.009,0.9068,656.3254,0.088835,0.008194,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,4,32,10,0.003952,5.3799,2.6828,1.0,0.0134,0.9794,655.689,0.09007,0.012794,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,5,40,10,0.005713,7.9114,3.7437,0.99969,0.0109,0.8344,658.6864,0.092867,0.012675,0.4449,2220.92
scan110_subset_uniform,scan110,subset_uniform,0,0,12,0.008772,16.205,5.6083,0.997072,0.0,0.0,652.7853,0.074031,0.005233,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,1,8,12,0.005279,10.9885,3.5388,0.997664,0.0091,1.3956,658.7413,0.077316,0.003951,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,2,16,12,0.005008,7.2489,3.3263,1.0,0.0074,0.6091,659.5073,0.07936,0.002459,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,3,24,12,0.003562,4.2906,2.4132,1.0,0.0087,0.9081,656.3307,0.078653,0.007352,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,4,32,12,0.003782,5.3092,2.568,1.0,0.0135,1.0009,655.6947,0.079593,0.010562,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,5,40,12,0.005229,7.7426,3.438,0.99969,0.0142,0.7428,658.6923,0.080388,0.012094,0.5014,2257.24
scan110_subset_uniform,scan110,subset_uniform,0,0,14,0.008727,16.2302,5.5737,0.99714,0.0,0.0,652.7895,0.068385,0.003696,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,1,8,14,0.005188,10.9102,3.4801,0.997853,0.0121,1.0884,658.7457,0.070625,0.001342,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,2,16,14,0.004916,7.1163,3.2645,1.0,0.0097,0.6234,659.5117,0.07161,0.001021,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,3,24,14,0.00358,4.2854,2.4244,1.0,0.0089,0.7999,656.3352,0.071646,0.002753,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,4,32,14,0.0038,5.3239,2.5793,1.0,0.0111,0.9232,655.6998,0.072556,0.005709,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,5,40,14,0.005071,7.7037,3.3404,0.99969,0.0169,0.737,658.6968,0.072659,0.005361,0.5413,2296.23
scan110_subset_uniform,scan110,subset_uniform,0,0,16,0.008803,16.116,5.6225,0.997328,0.0,0.0,652.7924,0.064769,0.003237,0.5917,2333.34
scan110_subset_uniform,scan110,subset_uniform,1,8,16,0.005221,10.7543,3.5005,0.998295,0.0151,1.0025,658.7491,0.066374,0.002289,0.5917,2333.34
scan110_subset_uniform,scan110,subset_uniform,2,16,16,0.004865,6.928,3.2303,1.0,0.0119,0.603,659.515,0.066907,0.005048,0.5917,2333.34
scan110_subset_uniform,scan110,subset_uniform,3,24,16,0.003716,4.3492,2.5141,1.0,0.0105,0.899,656.3384,0.067105,0.005185,0.5917,2333.34
scan110_subset_uniform,scan110,subset_uniform,4,32,16,0.003852,5.3559,2.6128,1.0,0.0107,0.9858,655.7032,0.067891,0.008033,0.5917,2333.34
scan110_subset_uniform,scan110,subset_uniform,5,40,16,0.004864,7.6246,3.2135,0.99969,0.017,0.7538,658.6989,0.068144,0.007259,0.5917,2333.34
