seq_id,scan,subset,sched_key,sched_name,family,K,abs_rel,rmse,rot_err_deg,trans_err_deg,recurrent_flops_gflops
scan4_subset_middle,scan4,subset_middle,piecewise_endpoints_K8,Piecewise Endpoints-Dense K=8,piecewise,8,0.010428682047252854,21.02922709782918,0.0,2.670829788604419,2313.079904
scan4_subset_middle,scan4,subset_middle,random_K8_s42,Random Monotonic K=8 (seed=42),random,8,0.00914712157100439,20.462064107259113,0.0,17.220171585389558,2313.079904
scan4_subset_middle,scan4,subset_middle,random_K8_s123,Random Monotonic K=8 (seed=123),random,8,0.017448720056563616,24.816775639851887,0.0,22.01099988481214,2313.079904
scan4_subset_middle,scan4,subset_middle,random_K8_s999,Random Monotonic K=8 (seed=999),random,8,0.011077436152845621,21.308960278828938,0.0,11.416458960043856,2313.079904
scan4_subset_middle,scan4,subset_middle,power_K10_g0.5,Power K=10 (gamma=0.5),power,10,0.008655227487906814,19.73456875483195,0.0,16.03978800470318,2891.34988
scan4_subset_middle,scan4,subset_middle,power_K10_g0.75,Power K=10 (gamma=0.75),power,10,0.008118677341068784,19.75589593251546,0.0,4.903898915054871,2891.34988
scan4_subset_middle,scan4,subset_middle,power_K10_g1.25,Power K=10 (gamma=1.25),power,10,0.007893407872567574,19.935272693634033,0.0,19.193000935082907,2891.34988
scan4_subset_middle,scan4,subset_middle,power_K10_g1.5,Power K=10 (gamma=1.5),power,10,0.008287852785239616,20.132384459177654,0.0,15.256974527760171,2891.34988
scan4_subset_middle,scan4,subset_middle,power_K10_g2.0,Power K=10 (gamma=2.0),power,10,0.009889149417479834,20.71686776479085,0.0,12.262098028863475,2891.34988
scan4_subset_middle,scan4,subset_middle,cosine_late_K10,Cosine Late-Dense K=10,cosine,10,0.009184292207161585,20.44943634668986,0.0,13.592638097982475,2891.34988
scan4_subset_middle,scan4,subset_middle,cosine_early_K10,Cosine Early-Dense K=10,cosine,10,0.008508306927978992,19.70144033432007,0.0,23.014902013942063,2891.34988
scan4_subset_middle,scan4,subset_middle,cosine_endpoints_K10,Cosine Endpoints-Dense K=10,cosine,10,0.007972803277273973,19.882820288340252,0.0,8.979269701395378,2891.34988
scan4_subset_middle,scan4,subset_middle,cosine_middle_K10,Cosine Middle-Dense K=10,cosine,10,0.007868701359257102,19.91426197687785,0.0,7.383606688256062,2891.34988
scan4_subset_middle,scan4,subset_middle,piecewise_early_K10,Piecewise Early-Dense K=10,piecewise,10,0.010296491362775365,20.880876223246258,0.0,14.533495686762905,2891.34988
scan4_subset_middle,scan4,subset_middle,piecewise_late_K10,Piecewise Late-Dense K=10,piecewise,10,0.008515842181319991,19.70116313298543,0.0,8.292190806114961,2891.34988
scan4_subset_middle,scan4,subset_middle,piecewise_middle_K10,Piecewise Middle-Dense K=10,piecewise,10,0.00784892945860823,19.84343147277832,0.0,6.449163331903887,2891.34988
