scene,subset,view_idx,frame_id,tolerance,k_star,is_active_at_end,fixed16_abs_rel,fixed16_rmse,fixed16_rot_err,fixed16_trans_err,regime_b_abs_rel,regime_b_rmse,regime_b_rot_err,regime_b_trans_err,regime_b_active_deg_pct,regime_c_abs_rel,regime_c_rmse,regime_c_rot_err,regime_c_trans_err,regime_c_active_deg_pct,regime_d_abs_rel,regime_d_rmse,regime_d_rot_err,regime_d_trans_err,diff_b_vs_c_abs_rel,diff_c_vs_d_max_depth,fixed15_abs_rel,fixed14_abs_rel,fixed12_abs_rel,fixed8_abs_rel
scan4,subset_middle,1,0,5pct,13,0,0.010012357495725155,25.612319946289062,0.0,2.9125535984257556,0.01001805067062378,25.879467010498047,0.0,2.719085715420794,0.05686148243363424,0.010320744477212429,26.05964469909668,0.0,2.9749300875774853,3.0800636275616617,0.010320744477212429,26.05964469909668,0.0,2.9749300875774853,0.00030269380658864975,0.0,0.010007579810917377,0.00996373314410448,0.010839753784239292,0.026575421914458275
scan4,subset_middle,2,1,5pct,13,0,0.008321625180542469,22.83893394470215,0.0,0.0,0.008272798731923103,23.0633602142334,0.0,3.0165553948136585,-0.5867417428693034,0.008490066044032574,23.208951950073242,0.0,3.3008483586370994,2.0241342266165896,0.008490066044032574,23.208951950073242,0.0,3.3008483586370994,0.00021726731210947037,0.0,0.008295979350805283,0.0082081975415349,0.009011084213852882,0.02405153587460518
scan4,subset_middle,3,2,5pct,13,0,0.0073970830999314785,18.99765968322754,0.0,2.6516608626987783,0.007226971909403801,19.212081909179688,0.0,0.0,-2.2997063603253736,0.0074330465868115425,19.33060073852539,0.0,0.0,0.486184708137146,0.0074330465868115425,19.33060073852539,0.0,0.0,0.00020607467740774155,0.0,0.007341785356402397,0.007264502812176943,0.007890617474913597,0.020896678790450096
scan4,subset_middle,4,3,5pct,13,0,0.0073531209491193295,19.99932861328125,0.0,0.0,0.007272146642208099,20.21344566345215,0.0,0.0,-1.1012236500873585,0.007510770112276077,20.3623104095459,0.0,0.0,2.143976200685631,0.007510770112276077,20.3623104095459,0.0,0.0,0.0002386234700679779,0.0,0.007362303789705038,0.007339136209338903,0.007825121283531189,0.02031058259308338
scan4,subset_middle,5,4,5pct,14,0,0.006704268045723438,18.50800895690918,0.0,0.0,0.006834832020103931,18.521028518676758,0.0,0.0,1.9474754513101271,0.007361134048551321,18.923044204711914,0.0,3.8904305012360116,9.797728825101029,0.007361134048551321,18.923044204711914,0.0,3.8904305012360116,0.0005263020284473896,0.0,0.006735908333212137,0.006857297383248806,0.008164900355041027,0.022542649880051613
scan4,subset_uniform,0,0,2pct,15,0,0.010559925809502602,26.34758758544922,0.0,97.83965948287295,0.01066682394593954,26.356449127197266,0.0,144.24431987377642,1.0123000707139855,0.010843556374311447,26.401060104370117,0.0,119.93931027833949,2.6859143702848156,0.010843556374311447,26.401060104370117,0.0,119.93931027833949,0.00017673242837190628,0.0,0.01066682394593954,0.011057478375732899,0.012996496632695198,0.025238124653697014
scan4,subset_uniform,1,8,2pct,15,0,0.007013742811977863,19.251401901245117,0.0,3.8801993047461556,0.007098090834915638,19.331689834594727,0.0,2.5756466202086488,1.2026107201097762,0.007167103700339794,19.352161407470703,0.0,2.5756466202086488,2.1865770170532293,0.007167103700339794,19.352161407470703,0.0,2.5756466202086488,6.901286542415619e-05,0.0,0.007098090834915638,0.00735998572781682,0.008963968604803085,0.018957320600748062
scan4,subset_uniform,2,16,2pct,15,0,0.005663504358381033,14.442303657531738,0.0,3.20534032936893,0.005666876211762428,14.408642768859863,0.0,0.7903101431656271,0.059536519582713214,0.005705502815544605,14.41608715057373,0.0,0.7903101431656271,0.7415630766032989,0.005705502815544605,14.41608715057373,0.0,0.7903101431656271,3.862660378217697e-05,0.0,0.005666876211762428,0.005832077004015446,0.007073958404362202,0.01670258678495884
scan4,subset_uniform,3,24,2pct,15,0,0.00583442859351635,11.397997856140137,0.0,0.0,0.005881069228053093,11.445099830627441,0.0,0.0,0.799403639776716,0.005927057005465031,11.494927406311035,0.0,0.0,1.5876175441004874,0.005927057005465031,11.494927406311035,0.0,0.0,4.5987777411937714e-05,0.0,0.005881069228053093,0.006058375351130962,0.00712709641084075,0.01546423975378275
scan4,subset_uniform,4,32,2pct,14,0,0.007096343208104372,11.42091178894043,0.0,2.671883558727305,0.007168442476540804,11.502762794494629,0.0,2.231339985799479,1.0160059388628637,0.007168442476540804,11.502762794494629,0.0,2.231339985799479,1.0160059388628637,0.007168442476540804,11.502762794494629,0.0,2.231339985799479,0.0,0.0,0.007095456589013338,0.007168442476540804,0.007993398234248161,0.014883588068187237
scan4,subset_uniform,5,40,2pct,15,0,0.006051379255950451,9.129871368408203,0.0,0.0,0.006074040196835995,9.09104061126709,0.0,3.84634034948311,0.37447563484408675,0.006173070054501295,9.142195701599121,0.0,3.6254187345526936,2.0109597069326473,0.006173070054501295,9.142195701599121,0.0,3.6254187345526936,9.902985766530037e-05,0.0,0.006074040196835995,0.00621146522462368,0.007192905060946941,0.01652052439749241
scan4,subset_uniform,0,0,5pct,14,0,0.010559925809502602,26.34758758544922,0.0,97.83965948287295,0.011057478375732899,26.46109962463379,0.0,40.99996926671282,4.711705131323579,0.011287970468401909,26.530929565429688,0.0,157.1272587617144,6.894410737660286,0.011287970468401909,26.530929565429688,0.0,157.1272587617144,0.00023049209266901016,0.0,0.01066682394593954,0.011057478375732899,0.012996496632695198,0.025238124653697014
scan4,subset_uniform,1,8,5pct,14,0,0.007013742811977863,19.251401901245117,0.0,3.8801993047461556,0.00735998572781682,19.542612075805664,0.0,2.433330450784736,4.936635475821174,0.007498747203499079,19.574077606201172,0.0,2.433330450784736,6.915058115517712,0.007498747203499079,19.574077606201172,0.0,2.433330450784736,0.0001387614756822586,0.0,0.007098090834915638,0.00735998572781682,0.008963968604803085,0.018957320600748062
scan4,subset_uniform,2,16,5pct,14,0,0.005663504358381033,14.442303657531738,0.0,3.20534032936893,0.005832077004015446,14.475549697875977,0.0,0.0,2.9764724270928413,0.0059062824584543705,14.506664276123047,0.0,0.0,4.286711631360658,0.0059062824584543705,14.506664276123047,0.0,0.0,7.420545443892479e-05,0.0,0.005666876211762428,0.005832077004015446,0.007073958404362202,0.01670258678495884
scan4,subset_uniform,3,24,5pct,14,0,0.00583442859351635,11.397997856140137,0.0,0.0,0.006058375351130962,11.598827362060547,0.0,3.797100661982842,3.838366585949459,0.006112902890890837,11.645730018615723,0.0,3.050820319445497,4.7729489342615015,0.006112902890890837,11.645730018615723,0.0,3.050820319445497,5.4527539759874344e-05,0.0,0.005881069228053093,0.006058375351130962,0.00712709641084075,0.01546423975378275
