scene,subset,view_idx,frame_id,step_i,abs_rel,rmse,mae,delta1,geom_l2,rot_err_deg,trans_err_deg,hidden_delta_1step,hidden_delta_2step,depth_delta,abs_rel_16,future_gain,oracle_k_star_1pct,oracle_k_star_2pct,oracle_k_star_5pct,oracle_k_star_10pct,safe_to_halt_1pct,safe_to_halt_2pct,safe_to_halt_5pct,safe_to_halt_10pct
scan1,subset_middle,3,2,13,0.0033274509478360415,3.1135356426239014,2.1494038105010986,1.0,652.1417236328125,0.0,0.0,0.060510169714689255,0.11765588074922562,0.002916084136813879,0.003950988873839378,-0.0006235379260033369,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,13,0.002965492196381092,3.4795567989349365,1.934248447418213,0.9999678134918213,655.365478515625,0.0,0.0,0.06015532463788986,0.11707545816898346,0.003036635462194681,0.003305153688415885,-0.0003396614920347929,11,11,11,11,1,1,1,1
scan1,subset_middle,5,4,13,0.0029758650343865156,4.091701030731201,1.9151548147201538,0.999857485294342,647.4713745117188,0.0,1.8990886211395264,0.060920558869838715,0.11855922639369965,0.003252490423619747,0.0032369771506637335,-0.00026111211627721786,12,12,12,11,1,1,1,1
scan1,subset_middle,0,24,14,0.0038232558872550726,6.271420001983643,2.4449856281280518,0.9996033310890198,645.3521118164062,0.0,0.0,0.05957098677754402,0.11329305171966553,0.004750536289066076,0.004100610502064228,-0.00027735461480915546,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,14,0.005147624295204878,16.614774703979492,3.5113205909729004,0.9972615838050842,644.5628662109375,0.0,0.0,0.06268005073070526,0.11935318261384964,0.0034011532552540302,0.006002626847475767,-0.0008550025522708893,10,10,10,9,1,1,1,1
scan1,subset_middle,2,1,14,0.004542697686702013,8.971105575561523,2.8940134048461914,0.9984900951385498,652.7377319335938,0.0,0.0,0.062462981790304184,0.11889338493347168,0.003561419202014804,0.005082026124000549,-0.0005393284372985363,9,9,9,9,1,1,1,1
scan1,subset_middle,3,2,14,0.003614779096096754,3.263542652130127,2.3325164318084717,1.0,652.1371459960938,0.0,0.0,0.06273478269577026,0.1196942999958992,0.0034886663779616356,0.003950988873839378,-0.0003362097777426243,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,14,0.003101024543866515,3.5409657955169678,2.0213587284088135,0.9999597668647766,655.3615112304688,0.0,0.0,0.0627497136592865,0.11936450749635696,0.0038372946437448263,0.003305153688415885,-0.0002041291445493698,11,11,11,11,1,1,1,1
scan1,subset_middle,5,4,14,0.0030462301801890135,4.260067462921143,1.9522322416305542,0.999857485294342,647.4678344726562,0.0,2.965175151824951,0.06325611472129822,0.1205473318696022,0.0037442585453391075,0.0032369771506637335,-0.00019074697047472,12,12,12,11,1,1,1,1
scan1,subset_middle,0,24,15,0.003995990846306086,6.37905740737915,2.558680534362793,0.9996033310890198,645.3468017578125,0.0,0.0,0.06276401877403259,0.11893875896930695,0.004704525228589773,0.004100610502064228,-0.00010461965575814247,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,15,0.00565287284553051,16.654830932617188,3.8420822620391846,0.9972519874572754,644.558349609375,0.0,0.0,0.0654158741235733,0.12434176355600357,0.0032624334562569857,0.006002626847475767,-0.0003497540019452572,10,10,10,9,1,1,1,1
scan1,subset_middle,2,1,15,0.004854938481003046,9.037508964538574,3.0918524265289307,0.9985367655754089,652.73291015625,0.0,3.185305595397949,0.06540991365909576,0.12412498146295547,0.003381941467523575,0.005082026124000549,-0.00022708764299750328,9,9,9,9,1,1,1,1
scan1,subset_middle,3,2,15,0.003861411940306425,3.402623176574707,2.488576889038086,1.0,652.13232421875,0.0,3.4857120513916016,0.06578046828508377,0.12475879490375519,0.0030103696044534445,0.003950988873839378,-8.957693353295326e-05,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,15,0.003210446098819375,3.5785748958587646,2.09077525138855,0.9999678134918213,655.3572387695312,0.0,0.0,0.06562002748250961,0.1246047094464302,0.0032232701778411865,0.003305153688415885,-9.470758959650993e-05,11,11,11,11,1,1,1,1
scan1,subset_middle,5,4,15,0.003121875459328294,4.441524982452393,1.992932677268982,0.999857485294342,647.4644165039062,0.0,3.7359111309051514,0.06597715616226196,0.1253889501094818,0.0030942626763135195,0.0032369771506637335,-0.00011510169133543968,12,12,12,11,1,1,1,1
scan1,subset_middle,0,24,16,0.004100610502064228,6.454098224639893,2.627500534057617,0.9996033310890198,645.341796875,0.0,0.0,0.06543932855129242,0.12434310466051102,0.004758279304951429,0.004100610502064228,0.0,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,16,0.006002626847475767,16.695423126220703,4.082154273986816,0.9972711801528931,644.553955078125,0.0,3.7358591556549072,0.06714875251054764,0.1284172385931015,0.003382486989721656,0.006002626847475767,0.0,10,10,10,9,1,1,1,1
scan1,subset_middle,2,1,16,0.005082026124000549,9.103490829467773,3.243248224258423,0.9985523223876953,652.7280883789062,0.0,0.0,0.06727483123540878,0.12852506339550018,0.003411144483834505,0.005082026124000549,0.0,9,9,9,9,1,1,1,1
scan1,subset_middle,3,2,16,0.003950988873839378,3.4602019786834717,2.5444936752319336,1.0,652.12744140625,0.0,2.8612232208251953,0.06725813448429108,0.12890322506427765,0.0028488808311522007,0.003950988873839378,0.0,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,16,0.003305153688415885,3.6133203506469727,2.1462087631225586,0.9999597668647766,655.3528442382812,0.0,0.0,0.06726744025945663,0.12872536480426788,0.003132724203169346,0.003305153688415885,0.0,11,11,11,11,1,1,1,1
